1;2016-09-25 10:00:00;Sequeade;0;Leocadenses;0;false;null
1;2016-09-25 10:00:00;Carapeços;2;Cossourado;1;false;null
1;2016-09-25 10:00:00;Carvalhal;1;GDR CAMPO;2;false;null
1;2016-09-25 10:00:00;Negreiros;2;Baluganense;1;false;null
1;2016-09-25 10:00:00;Oliveira;3;Fonte Coberta;0;false;null
1;2016-09-25 10:00:00;Pedra Furada;1;Leões da Serra;4;false;null
1;2016-09-25 10:00:00;SILVEIROS;0;Silva;2;false;null
1;2016-09-25 10:00:00;Macieira;0;Pereira;0;false;null
1;2016-09-25 10:00:00;Palme;1;Remelhe;2;false;null
2;2016-10-01 16:00:00;Leocadenses;1;Carapeços;0;false;null
2;2016-10-02 10:00:00;Cossourado;1;Carvalhal;2;false;null
2;2016-10-02 10:00:00;Baluganense;2;Oliveira;0;false;null
2;2016-10-02 10:00:00;Fonte Coberta;1;Pedra Furada;1;false;null
2;2016-10-02 10:00:00;Leões da Serra;4;SILVEIROS;1;false;null
2;2016-10-02 10:00:00;Silva;0;Palme;2;false;null
2;2016-10-02 10:00:00;Remelhe;1;Macieira;1;false;null
2;2016-10-02 10:00:00;GDR CAMPO;3;Negreiros;5;false;null
2;2016-10-02 10:00:00;Pereira;3;Sequeade;0;false;null
3;2016-10-09 10:00:00;Leocadenses;0;Pereira;1;false;null
3;2016-10-09 10:00:00;Sequeade;1;Remelhe;2;false;null
3;2016-10-09 10:00:00;Macieira;0;Silva;2;false;null
3;2016-10-09 10:00:00;Palme;2;Leões da Serra;4;false;null
3;2016-10-09 10:00:00;SILVEIROS;0;Fonte Coberta;2;false;null
3;2016-10-09 10:00:00;Pedra Furada;0;Baluganense;0;false;null
3;2016-10-09 10:00:00;Oliveira;1;GDR CAMPO;0;false;null
3;2016-10-09 10:00:00;Negreiros;2;Cossourado;0;false;null
3;2016-10-09 10:00:00;Carapeços;3;Carvalhal;1;false;null
4;2016-10-16 10:00:00;Pereira;1;Carapeços;0;false;null
4;2016-10-16 10:00:00;Remelhe;0;Leocadenses;0;false;null
4;2016-10-16 10:00:00;Silva;1;Sequeade;1;false;null
4;2016-10-16 10:00:00;Leões da Serra;1;Macieira;1;false;null
4;2016-10-16 10:00:00;Fonte Coberta;2;Palme;3;false;null
4;2016-10-16 10:00:00;Baluganense;2;SILVEIROS;1;false;null
4;2016-10-16 10:00:00;GDR CAMPO;3;Pedra Furada;3;false;null
4;2016-10-16 10:00:00;Cossourado;3;Oliveira;3;false;null
4;2016-10-16 10:00:00;Carvalhal;2;Negreiros;0;false;null
5;2016-10-23 10:00:00;Pereira;1;Remelhe;1;false;null
5;2016-10-23 10:00:00;Leocadenses;0;Silva;0;false;null
5;2016-10-23 10:00:00;Sequeade;2;Leões da Serra;2;false;null
5;2016-10-23 10:00:00;Macieira;1;Fonte Coberta;1;false;null
5;2016-10-23 10:00:00;Palme;3;Baluganense;0;false;null
5;2016-10-23 10:00:00;SILVEIROS;3;GDR CAMPO;3;false;null
5;2016-10-23 10:00:00;Pedra Furada;1;Cossourado;1;false;null
5;2016-10-23 10:00:00;Oliveira;4;Carvalhal;0;false;null
5;2016-10-23 10:00:00;Carapeços;0;Negreiros;4;false;null
6;2016-10-29 16:00:00;Silva;0;Pereira;1;false;null
6;2016-10-30 10:00:00;Remelhe;1;Carapeços;3;false;null
6;2016-10-30 10:00:00;Leões da Serra;3;Leocadenses;2;false;null
6;2016-10-30 10:00:00;Fonte Coberta;1;Sequeade;0;false;null
6;2016-10-30 10:00:00;Baluganense;1;Macieira;4;false;null
6;2016-10-30 10:00:00;GDR CAMPO;1;Palme;0;false;null
6;2016-10-30 10:00:00;Cossourado;2;SILVEIROS;0;false;null
6;2016-10-30 10:00:00;Carvalhal;6;Pedra Furada;1;false;null
6;2016-10-30 10:00:00;Negreiros;0;Oliveira;0;false;null
7;2016-11-06 10:00:00;Remelhe;1;Silva;1;false;null
7;2016-11-06 10:00:00;Pereira;0;Leões da Serra;0;false;null
7;2016-11-06 10:00:00;Leocadenses;5;Fonte Coberta;3;false;null
7;2016-11-06 10:00:00;Sequeade;1;Baluganense;0;false;null
7;2016-11-06 10:00:00;Macieira;1;GDR CAMPO;1;false;null
7;2016-11-06 10:00:00;Palme;2;Cossourado;4;false;null
7;2016-11-06 10:00:00;SILVEIROS;1;Carvalhal;1;false;null
7;2016-11-06 10:00:00;Pedra Furada;0;Negreiros;1;false;null
7;2016-11-06 10:00:00;Carapeços;1;Oliveira;0;false;null
8;2016-11-12 15:30:00;Silva;0;Carapeços;1;false;null
8;2016-11-13 10:00:00;Leões da Serra;3;Remelhe;2;false;null
8;2016-11-13 10:00:00;Fonte Coberta;0;Pereira;1;false;null
8;2016-11-13 10:00:00;Baluganense;1;Leocadenses;1;false;null
8;2016-11-13 10:00:00;GDR CAMPO;2;Sequeade;2;false;null
8;2016-11-13 10:00:00;Cossourado;2;Macieira;0;false;null
8;2016-11-13 10:00:00;Carvalhal;3;Palme;1;false;null
8;2016-11-13 10:00:00;Negreiros;2;SILVEIROS;0;false;null
8;2016-11-13 10:00:00;Oliveira;1;Pedra Furada;0;false;null
9;2016-11-20 10:00:00;Silva;1;Leões da Serra;5;false;null
